law_name,url
"תקנות הנוער (שפיטה, ענישה ודרכי טיפול) (תנאי החזקת קטינים במעון או במעון נעול)","https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%94%D7%A0%D7%95%D7%A2%D7%A8_(%D7%A9%D7%A4%D7%99%D7%98%D7%94,_%D7%A2%D7%A0%D7%99%D7%A9%D7%94_%D7%95%D7%93%D7%A8%D7%9B%D7%99_%D7%98%D7%99%D7%A4%D7%95%D7%9C)_(%D7%AA%D7%A0%D7%90%D7%99_%D7%94%D7%97%D7%96%D7%A7%D7%AA_%D7%A7%D7%98%D7%99%D7%A0%D7%99%D7%9D_%D7%91%D7%9E%D7%A2%D7%95%D7%9F_%D7%90%D7%95_%D7%91%D7%9E%D7%A2%D7%95%D7%9F_%D7%A0%D7%A2%D7%95%D7%9C)"
פקודת הנזיקין,https://he.wikisource.org/wiki/%D7%A4%D7%A7%D7%95%D7%93%D7%AA_%D7%94%D7%A0%D7%96%D7%99%D7%A7%D7%99%D7%9F
תקנות הנזיקין (אחריות עובדי ציבור),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%94%D7%A0%D7%96%D7%99%D7%A7%D7%99%D7%9F_(%D7%90%D7%97%D7%A8%D7%99%D7%95%D7%AA_%D7%A2%D7%95%D7%91%D7%93%D7%99_%D7%A6%D7%99%D7%91%D7%95%D7%A8)
חוק הנזיקים האזרחיים (אחריות המדינה),https://he.wikisource.org/wiki/%D7%97%D7%95%D7%A7_%D7%94%D7%A0%D7%96%D7%99%D7%A7%D7%99%D7%9D_%D7%94%D7%90%D7%96%D7%A8%D7%97%D7%99%D7%99%D7%9D_(%D7%90%D7%97%D7%A8%D7%99%D7%95%D7%AA_%D7%94%D7%9E%D7%93%D7%99%D7%A0%D7%94)
תקנות הנזיקין האזרחיים (אחריות המדינה) (הודעה בכתב על נזק),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%94%D7%A0%D7%96%D7%99%D7%A7%D7%99%D7%9F_%D7%94%D7%90%D7%96%D7%A8%D7%97%D7%99%D7%99%D7%9D_(%D7%90%D7%97%D7%A8%D7%99%D7%95%D7%AA_%D7%94%D7%9E%D7%93%D7%99%D7%A0%D7%94)_(%D7%94%D7%95%D7%93%D7%A2%D7%94_%D7%91%D7%9B%D7%AA%D7%91_%D7%A2%D7%9C_%D7%A0%D7%96%D7%A7)
חוק לתיקון דיני הנזיקין האזרחיים (הטבת נזקי גוף),https://he.wikisource.org/wiki/%D7%97%D7%95%D7%A7_%D7%9C%D7%AA%D7%99%D7%A7%D7%95%D7%9F_%D7%93%D7%99%D7%A0%D7%99_%D7%94%D7%A0%D7%96%D7%99%D7%A7%D7%99%D7%9F_%D7%94%D7%90%D7%96%D7%A8%D7%97%D7%99%D7%99%D7%9D_(%D7%94%D7%98%D7%91%D7%AA_%D7%A0%D7%96%D7%A7%D7%99_%D7%92%D7%95%D7%A3)
"חוק נטילת אמצעי זיהוי ביומטריים מזרים, הפקת נתוני זיהוי ביומטריים ומאגר מידע","https://he.wikisource.org/wiki/%D7%97%D7%95%D7%A7_%D7%A0%D7%98%D7%99%D7%9C%D7%AA_%D7%90%D7%9E%D7%A6%D7%A2%D7%99_%D7%96%D7%99%D7%94%D7%95%D7%99_%D7%91%D7%99%D7%95%D7%9E%D7%98%D7%A8%D7%99%D7%99%D7%9D_%D7%9E%D7%96%D7%A8%D7%99%D7%9D,_%D7%94%D7%A4%D7%A7%D7%AA_%D7%A0%D7%AA%D7%95%D7%A0%D7%99_%D7%96%D7%99%D7%94%D7%95%D7%99_%D7%91%D7%99%D7%95%D7%9E%D7%98%D7%A8%D7%99%D7%99%D7%9D_%D7%95%D7%9E%D7%90%D7%92%D7%A8_%D7%9E%D7%99%D7%93%D7%A2"
חוק לניהול מוסדות (מקרים מיוחדים),https://he.wikisource.org/wiki/%D7%97%D7%95%D7%A7_%D7%9C%D7%A0%D7%99%D7%94%D7%95%D7%9C_%D7%9E%D7%95%D7%A1%D7%93%D7%95%D7%AA_(%D7%9E%D7%A7%D7%A8%D7%99%D7%9D_%D7%9E%D7%99%D7%95%D7%97%D7%93%D7%99%D7%9D)
תקנות לניהול מוסדות (מקרים מיוחדים) (סדרי דין),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%9C%D7%A0%D7%99%D7%94%D7%95%D7%9C_%D7%9E%D7%95%D7%A1%D7%93%D7%95%D7%AA_(%D7%9E%D7%A7%D7%A8%D7%99%D7%9D_%D7%9E%D7%99%D7%95%D7%97%D7%93%D7%99%D7%9D)_(%D7%A1%D7%93%D7%A8%D7%99_%D7%93%D7%99%D7%9F)
חוק ניוד מידע רפואי,https://he.wikisource.org/wiki/%D7%97%D7%95%D7%A7_%D7%A0%D7%99%D7%95%D7%93_%D7%9E%D7%99%D7%93%D7%A2_%D7%A8%D7%A4%D7%95%D7%90%D7%99
חוק ניירות ערך,https://he.wikisource.org/wiki/%D7%97%D7%95%D7%A7_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A
תקנות ניירות ערך (אגרה שנתית),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%90%D7%92%D7%A8%D7%94_%D7%A9%D7%A0%D7%AA%D7%99%D7%AA)
תקנות ניירות ערך (אגרת בקשה למתן היתר לפרסום תשקיף),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%90%D7%92%D7%A8%D7%AA_%D7%91%D7%A7%D7%A9%D7%94_%D7%9C%D7%9E%D7%AA%D7%9F_%D7%94%D7%99%D7%AA%D7%A8_%D7%9C%D7%A4%D7%A8%D7%A1%D7%95%D7%9D_%D7%AA%D7%A9%D7%A7%D7%99%D7%A3)
תקנות ניירות ערך (אגרת טיפול בהקצאת ניירות ערך בחברה רשומה שהוצעו שלא לציבור),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%90%D7%92%D7%A8%D7%AA_%D7%98%D7%99%D7%A4%D7%95%D7%9C_%D7%91%D7%94%D7%A7%D7%A6%D7%90%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_%D7%91%D7%97%D7%91%D7%A8%D7%94_%D7%A8%D7%A9%D7%95%D7%9E%D7%94_%D7%A9%D7%94%D7%95%D7%A6%D7%A2%D7%95_%D7%A9%D7%9C%D7%90_%D7%9C%D7%A6%D7%99%D7%91%D7%95%D7%A8)
תקנות ניירות ערך (אופן הצעת ניירות ערך לציבור),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%90%D7%95%D7%A4%D7%9F_%D7%94%D7%A6%D7%A2%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_%D7%9C%D7%A6%D7%99%D7%91%D7%95%D7%A8)
תקנות ניירות ערך (דואר אלקטרוני מאובטח),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%93%D7%95%D7%90%D7%A8_%D7%90%D7%9C%D7%A7%D7%98%D7%A8%D7%95%D7%A0%D7%99_%D7%9E%D7%90%D7%95%D7%91%D7%98%D7%97)
תקנות ניירות ערך (דוחות כספיים שנתיים),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%93%D7%95%D7%97%D7%95%D7%AA_%D7%9B%D7%A1%D7%A4%D7%99%D7%99%D7%9D_%D7%A9%D7%A0%D7%AA%D7%99%D7%99%D7%9D)
"תקנות ניירות ערך (דוחות תאגיד שמניותיו כלולות במדד ת""א טק-עילית)",https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%93%D7%95%D7%97%D7%95%D7%AA_%D7%AA%D7%90%D7%92%D7%99%D7%93_%D7%A9%D7%9E%D7%A0%D7%99%D7%95%D7%AA%D7%99%D7%95_%D7%9B%D7%9C%D7%95%D7%9C%D7%95%D7%AA_%D7%91%D7%9E%D7%93%D7%93_%D7%AA%22%D7%90_%D7%98%D7%A7-%D7%A2%D7%99%D7%9C%D7%99%D7%AA)
"תקנות ניירות ערך (דו""חות תקופתיים ומיידיים)",https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%93%D7%95%22%D7%97%D7%95%D7%AA_%D7%AA%D7%A7%D7%95%D7%A4%D7%AA%D7%99%D7%99%D7%9D_%D7%95%D7%9E%D7%99%D7%99%D7%93%D7%99%D7%99%D7%9D)
תקנות ניירות ערך (דוחות תקופתיים ומיידיים של תאגיד חוץ),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%93%D7%95%D7%97%D7%95%D7%AA_%D7%AA%D7%A7%D7%95%D7%A4%D7%AA%D7%99%D7%99%D7%9D_%D7%95%D7%9E%D7%99%D7%99%D7%93%D7%99%D7%99%D7%9D_%D7%A9%D7%9C_%D7%AA%D7%90%D7%92%D7%99%D7%93_%D7%97%D7%95%D7%A5)
תקנות ניירות ערך (דיווח בשפה האנגלית),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%93%D7%99%D7%95%D7%95%D7%97_%D7%91%D7%A9%D7%A4%D7%94_%D7%94%D7%90%D7%A0%D7%92%D7%9C%D7%99%D7%AA)
תקנות ניירות ערך (הודעה משלימה וטיוטת תשקיף),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%94%D7%95%D7%93%D7%A2%D7%94_%D7%9E%D7%A9%D7%9C%D7%99%D7%9E%D7%94_%D7%95%D7%98%D7%99%D7%95%D7%98%D7%AA_%D7%AA%D7%A9%D7%A7%D7%99%D7%A3)
תקנות ניירות ערך (הודעה על תוצאות ההצעה שבתשקיף),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%94%D7%95%D7%93%D7%A2%D7%94_%D7%A2%D7%9C_%D7%AA%D7%95%D7%A6%D7%90%D7%95%D7%AA_%D7%94%D7%94%D7%A6%D7%A2%D7%94_%D7%A9%D7%91%D7%AA%D7%A9%D7%A7%D7%99%D7%A3)
תקנות ניירות ערך (הפחתה של סכומי עיצום כספי),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%94%D7%A4%D7%97%D7%AA%D7%94_%D7%A9%D7%9C_%D7%A1%D7%9B%D7%95%D7%9E%D7%99_%D7%A2%D7%99%D7%A6%D7%95%D7%9D_%D7%9B%D7%A1%D7%A4%D7%99)
"תקנות ניירות ערך (הצבעה בכתב, הודעות עמדה והוכחת בעלות בתעודות התחייבות לצורך הצבעה באסיפת מחזיקים של תעודות התחייבות)","https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%94%D7%A6%D7%91%D7%A2%D7%94_%D7%91%D7%9B%D7%AA%D7%91,_%D7%94%D7%95%D7%93%D7%A2%D7%95%D7%AA_%D7%A2%D7%9E%D7%93%D7%94_%D7%95%D7%94%D7%95%D7%9B%D7%97%D7%AA_%D7%91%D7%A2%D7%9C%D7%95%D7%AA_%D7%91%D7%AA%D7%A2%D7%95%D7%93%D7%95%D7%AA_%D7%94%D7%AA%D7%97%D7%99%D7%99%D7%91%D7%95%D7%AA_%D7%9C%D7%A6%D7%95%D7%A8%D7%9A_%D7%94%D7%A6%D7%91%D7%A2%D7%94_%D7%91%D7%90%D7%A1%D7%99%D7%A4%D7%AA_%D7%9E%D7%97%D7%96%D7%99%D7%A7%D7%99%D7%9D_%D7%A9%D7%9C_%D7%AA%D7%A2%D7%95%D7%93%D7%95%D7%AA_%D7%94%D7%AA%D7%97%D7%99%D7%99%D7%91%D7%95%D7%AA)"
תקנות ניירות ערך (הצבעה בכתב והוכחת בעלות בכתבי אופציה לצורך הצבעה באסיפת מחזיקים בכתבי אופציה),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%94%D7%A6%D7%91%D7%A2%D7%94_%D7%91%D7%9B%D7%AA%D7%91_%D7%95%D7%94%D7%95%D7%9B%D7%97%D7%AA_%D7%91%D7%A2%D7%9C%D7%95%D7%AA_%D7%91%D7%9B%D7%AA%D7%91%D7%99_%D7%90%D7%95%D7%A4%D7%A6%D7%99%D7%94_%D7%9C%D7%A6%D7%95%D7%A8%D7%9A_%D7%94%D7%A6%D7%91%D7%A2%D7%94_%D7%91%D7%90%D7%A1%D7%99%D7%A4%D7%AA_%D7%9E%D7%97%D7%96%D7%99%D7%A7%D7%99%D7%9D_%D7%91%D7%9B%D7%AA%D7%91%D7%99_%D7%90%D7%95%D7%A4%D7%A6%D7%99%D7%94)
תקנות ניירות ערך (הצעה פרטית של ניירות ערך בחברה רשומה),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%94%D7%A6%D7%A2%D7%94_%D7%A4%D7%A8%D7%98%D7%99%D7%AA_%D7%A9%D7%9C_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_%D7%91%D7%97%D7%91%D7%A8%D7%94_%D7%A8%D7%A9%D7%95%D7%9E%D7%94)
תקנות ניירות ערך (הצעת מדף של ניירות ערך),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%94%D7%A6%D7%A2%D7%AA_%D7%9E%D7%93%D7%A3_%D7%A9%D7%9C_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A)
תקנות ניירות ערך (הצעת ניירות ערך באמצעות רכז הצעה),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%94%D7%A6%D7%A2%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_%D7%91%D7%90%D7%9E%D7%A6%D7%A2%D7%95%D7%AA_%D7%A8%D7%9B%D7%96_%D7%94%D7%A6%D7%A2%D7%94)
תקנות ניירות ערך (הצעת רכש),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%94%D7%A6%D7%A2%D7%AA_%D7%A8%D7%9B%D7%A9)
תקנות ניירות ערך (זירת סוחר לחשבונו העצמי),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%96%D7%99%D7%A8%D7%AA_%D7%A1%D7%95%D7%97%D7%A8_%D7%9C%D7%97%D7%A9%D7%91%D7%95%D7%A0%D7%95_%D7%94%D7%A2%D7%A6%D7%9E%D7%99)
תקנות ניירות ערך (חברת רישומים),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%97%D7%91%D7%A8%D7%AA_%D7%A8%D7%99%D7%A9%D7%95%D7%9E%D7%99%D7%9D)
תקנות ניירות ערך (חיתום),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%97%D7%99%D7%AA%D7%95%D7%9D)
תקנות ניירות ערך (חתימה ודיווח אלקטרוני),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%97%D7%AA%D7%99%D7%9E%D7%94_%D7%95%D7%93%D7%99%D7%95%D7%95%D7%97_%D7%90%D7%9C%D7%A7%D7%98%D7%A8%D7%95%D7%A0%D7%99)
תקנות ניירות ערך (ייצוב מחירים),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%99%D7%99%D7%A6%D7%95%D7%91_%D7%9E%D7%97%D7%99%D7%A8%D7%99%D7%9D)
תקנות ניירות ערך (כללים בדבר גמול והוצאות לחבר ועדת אכיפה מינהלית),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%9B%D7%9C%D7%9C%D7%99%D7%9D_%D7%91%D7%93%D7%91%D7%A8_%D7%92%D7%9E%D7%95%D7%9C_%D7%95%D7%94%D7%95%D7%A6%D7%90%D7%95%D7%AA_%D7%9C%D7%97%D7%91%D7%A8_%D7%95%D7%A2%D7%93%D7%AA_%D7%90%D7%9B%D7%99%D7%A4%D7%94_%D7%9E%D7%99%D7%A0%D7%94%D7%9C%D7%99%D7%AA)
תקנות ניירות ערך (מאשר חתימה),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%9E%D7%90%D7%A9%D7%A8_%D7%97%D7%AA%D7%99%D7%9E%D7%94)
תקנות ניירות ערך (מועדי הגשת הודעה של בעל ענין או נושא משרה בכירה),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%9E%D7%95%D7%A2%D7%93%D7%99_%D7%94%D7%92%D7%A9%D7%AA_%D7%94%D7%95%D7%93%D7%A2%D7%94_%D7%A9%D7%9C_%D7%91%D7%A2%D7%9C_%D7%A2%D7%A0%D7%99%D7%9F_%D7%90%D7%95_%D7%A0%D7%95%D7%A9%D7%90_%D7%9E%D7%A9%D7%A8%D7%94_%D7%91%D7%9B%D7%99%D7%A8%D7%94)
תקנות ניירות ערך (מסירת הודעות לרשות),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%9E%D7%A1%D7%99%D7%A8%D7%AA_%D7%94%D7%95%D7%93%D7%A2%D7%95%D7%AA_%D7%9C%D7%A8%D7%A9%D7%95%D7%AA)
תקנות ניירות ערך (ניירות ערך מיוחדים),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_%D7%9E%D7%99%D7%95%D7%97%D7%93%D7%99%D7%9D)
תקנות ניירות ערך (סדרי דין),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%A1%D7%93%D7%A8%D7%99_%D7%93%D7%99%D7%9F)
תקנות ניירות ערך (עסקה בין חברה לבין בעל שליטה בה),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%A2%D7%A1%D7%A7%D7%94_%D7%91%D7%99%D7%9F_%D7%97%D7%91%D7%A8%D7%94_%D7%9C%D7%91%D7%99%D7%9F_%D7%91%D7%A2%D7%9C_%D7%A9%D7%9C%D7%99%D7%98%D7%94_%D7%91%D7%94)
"תקנות ניירות ערך (פרטי מסמך רישום, מבנהו וצורתו)","https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%A4%D7%A8%D7%98%D7%99_%D7%9E%D7%A1%D7%9E%D7%9A_%D7%A8%D7%99%D7%A9%D7%95%D7%9D,_%D7%9E%D7%91%D7%A0%D7%94%D7%95_%D7%95%D7%A6%D7%95%D7%A8%D7%AA%D7%95)"
תקנות ניירות ערך (פרטי מתאר הצעת ניירות ערך לעובדים),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%A4%D7%A8%D7%98%D7%99_%D7%9E%D7%AA%D7%90%D7%A8_%D7%94%D7%A6%D7%A2%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_%D7%9C%D7%A2%D7%95%D7%91%D7%93%D7%99%D7%9D)
תקנות ניירות ערך (פרטי התשקיף וטיוטת תשקיף – מבנה וצורה),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%A4%D7%A8%D7%98%D7%99_%D7%94%D7%AA%D7%A9%D7%A7%D7%99%D7%A3_%D7%95%D7%98%D7%99%D7%95%D7%98%D7%AA_%D7%AA%D7%A9%D7%A7%D7%99%D7%A3_%E2%80%93_%D7%9E%D7%91%D7%A0%D7%94_%D7%95%D7%A6%D7%95%D7%A8%D7%94)
"תקנות ניירות ערך (פרטי תשקיף של קרן להשקעות בנאמנות שנוסדה מחוץ לישראל, מבנהו וצורתו)","https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%A4%D7%A8%D7%98%D7%99_%D7%AA%D7%A9%D7%A7%D7%99%D7%A3_%D7%A9%D7%9C_%D7%A7%D7%A8%D7%9F_%D7%9C%D7%94%D7%A9%D7%A7%D7%A2%D7%95%D7%AA_%D7%91%D7%A0%D7%90%D7%9E%D7%A0%D7%95%D7%AA_%D7%A9%D7%A0%D7%95%D7%A1%D7%93%D7%94_%D7%9E%D7%97%D7%95%D7%A5_%D7%9C%D7%99%D7%A9%D7%A8%D7%90%D7%9C,_%D7%9E%D7%91%D7%A0%D7%94%D7%95_%D7%95%D7%A6%D7%95%D7%A8%D7%AA%D7%95)"
תקנות ניירות ערך (פרטים לענין סעיפים 15א עד 15ג לחוק),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%A4%D7%A8%D7%98%D7%99%D7%9D_%D7%9C%D7%A2%D7%A0%D7%99%D7%9F_%D7%A1%D7%A2%D7%99%D7%A4%D7%99%D7%9D_15%D7%90_%D7%A2%D7%93_15%D7%92_%D7%9C%D7%97%D7%95%D7%A7)
תקנות ניירות ערך (פרסום מודעות בעיתונים),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%A4%D7%A8%D7%A1%D7%95%D7%9D_%D7%9E%D7%95%D7%93%D7%A2%D7%95%D7%AA_%D7%91%D7%A2%D7%99%D7%AA%D7%95%D7%A0%D7%99%D7%9D)
"תקנות ניירות ערך (קביעת תקופת רישום למסחר בבורסה בחו""ל)",https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%A7%D7%91%D7%99%D7%A2%D7%AA_%D7%AA%D7%A7%D7%95%D7%A4%D7%AA_%D7%A8%D7%99%D7%A9%D7%95%D7%9D_%D7%9C%D7%9E%D7%A1%D7%97%D7%A8_%D7%91%D7%91%D7%95%D7%A8%D7%A1%D7%94_%D7%91%D7%97%D7%95%22%D7%9C)
תקנות ניירות ערך (רישום למסחר בבורסה של מניות תאגיד הנסחרות בבורסה זרה),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%A8%D7%99%D7%A9%D7%95%D7%9D_%D7%9C%D7%9E%D7%A1%D7%97%D7%A8_%D7%91%D7%91%D7%95%D7%A8%D7%A1%D7%94_%D7%A9%D7%9C_%D7%9E%D7%A0%D7%99%D7%95%D7%AA_%D7%AA%D7%90%D7%92%D7%99%D7%93_%D7%94%D7%A0%D7%A1%D7%97%D7%A8%D7%95%D7%AA_%D7%91%D7%91%D7%95%D7%A8%D7%A1%D7%94_%D7%96%D7%A8%D7%94)
תקנות ניירות ערך (שיתוף פעולה עם רשות חוץ),https://he.wikisource.org/wiki/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A0%D7%99%D7%99%D7%A8%D7%95%D7%AA_%D7%A2%D7%A8%D7%9A_(%D7%A9%D7%99%D7%AA%D7%95%D7%A3_%D7%A4%D7%A2%D7%95%D7%9C%D7%94_%D7%A2%D7%9D_%D7%A8%D7%A9%D7%95%D7%AA_%D7%97%D7%95%D7%A5)
